16,924
250,500
37,050
7,861
175,035
-2,464
87,848
-125,546
-19,278
131,180
7,506
-0,188
1,680
28,555
0,512
-1,115
-1,504
10,652
97507364004054,000
-1,036
-0,023
0,073
11,209
19,184
4,502
7,698
0,000
10,797
13,008
-1,923
28,315
8,311
89,164
-0,433
3,022
7996290268489,100
-20,800
-58,610
0,687
-10,514
21,423
-0,578
9,287
-10,798
2,273
-37,450
-1,095
-2,515
1,848
116,130
61,854
-1,348
0,000
4,338
-22,939
13,897
7,157
136,663
22,585
0,095
-16,338
61564025133,754
-7,049
44,663
20,287
-20,152
21,775
-126,284
5,286
341,810
0,014
0,000
-16,244
0,014
0,069
18,974
-0,571
31,147
13,085
-3,828
20,404
36,877
-0,312
-17,246
-5,332
-6,953
59,659
9,049
0,013
1,237
-0,338
-11,664
77,826
-1,661
1657382155150330,000
0,165
915985692961082,000
10,368
-46,892
-0,986
-345,789
2,268
9,731
0,000
-6,549
10,005
20198129295945200,000
11,585
27,528
1,732
156742242057,926
137,879
-189,693
-5,109
12,430
7,532
30,443
0,000
17,378
-4,820
12,126
-3,563
1,366
-10,400
-0,024
-8,199
4,209
-1,119
213,221
-27,436
0,661
0,055
0,008
9,443
282,563
-0,381
2,171
9,777
-299,129
9,571
-21,037
-3,639
-0,041
-2,244
-15,934
17,607
0,533
0,396
-14,328
8,380
-1,543
13,646
9,685
1,321
13,535
203236564,139
22,068
-164,329
-142,589
-26,570
0,366
-8,126
0,168
-6,400
-15,695
-1,425
-4,015
60,628
0,768
-46,292
-36,582
94,067
-35,770
-1,771
0,007
-77,495
284,270
-130,711
6,598
5270816521558090,000
4,095
1,540
172,937
-1,075
6,322
-1,273
0,002
6,370
-83,659
17,578
0,653
1,127
17,239
-0,152
327,072
-26,828
28,975
3157260622,678
28,465
10,968
2,420
5,251
4,635
0,011
205,201
-27,846
90,329
18,352
16,039
-209,460
5,900
7,604
281,325
0,938
8,018
-23,770
16,152
0,000
26,130
-17,990
16,203
0,353
125,394
212,382
1,954
0,507
0,496
6,504
146736371501244,000
-3,713
75,123
8,870
4,453
0,016
-7,466
-3,951
-27,624
0,000
11,889
-202,741
-0,662
12,262
-71,324
9371301885155,800
-205,273
-1,999
457363441247540000000,000
0,000
-0,394
0,281
0,098
29,647
-29,913
-10,718
95239494709071200000000,000
-18,365
-0,622
83,311
-1,274
170,411
-19,254
4,618
0,000
0,005
20,481
-47,561
0,080
-15,872
48952437,728
101,342
4763868,346
2,120
172,016
26,073
257,464
-8,457
511671692855,168
-21,087
14,563
-25,728
1,451
-15,431
-10,450
-4,756
-149,100
-1,711
-1,959
-0,187
20,785
-172,041
8,011
88,948
0,000
94,642
203703,799
-2,693
-6,370
10,641
0,000
-4,783
1,250
0,000
-0,836
1243133628730020000000000,000
4,987
7,629
-1,131
-4,268
-1,672
-0,575
-0,959
-52,245
-9,057
-2,686
2,373
1,807
5,283
1,266
1,260
-49,145
-0,701
20,026
-4,298
11,444
14,283
-51,744
1807964820896220000,000
32,378
54,353
-0,887
-16,969
6,139
163,678
5,796
34,980
-49,452
0,384
-0,641
-0,512
-3,491
-1,335
-10,553
-1,334
-5,592
-5,779
-2,479
27,719
1,717
12,741
39,916
-11,812
-0,539
-56,737
2,538
19,422
-6,786
24,311
0,000
59,242
0,000
-34,936
33,162
-143,144
-38,434
0,000
-3,226
-166,850
2071802366879900,000
-12,796
-65,425
0,000
-0,167
0,000
-2,479
5,556
118,437
8,177
8,614
0,000
12,110
28,045
6,912
-184,178
-0,059
5,857
-46,317
0,000
-10,961
-4,605
-0,666
23,003
0,822
12,845
-73,007
5,668
279,774
-18,380
22,877
-12,101
19,982
107,420
0,837
160,182
-11,650
4,415
5,010
13,948
0,648
0,035
-0,931
-155,084
1,462
26,272
-10,247
-8,913
29,904
18,518
17,166
-23,278
-8,016
7,625
0,113
0,453
4,668
20,901
0,000
-157,367
0,746
-7,950
-28,559
1,889
-0,804
83,479
65,062
-23,201
0,000
769353425606862000,000
-27,934
3,653
-4,306
-2,295
1,950
10,621
8,439
-20,929
3,557
1,875
34,333
18,204
364101457090375,000
20,960
-27,428
4,782
-12,372
0,691
78,958
-30,606
0,048
40,284
-4,160
-4,805
182,951
1,943
-116,306
-35,070
-0,348
81,411
6,150
3,937
-48,879
8,605
145,501
1,110
6,177
70,811
9,520
128,572
-0,380
-148,950
83,374
-12,368
0,000
3,607
8,499
-21,696
2,247
-70,352
1066360782182740000000000,000
287,873
22883,903
19,590
-39,217
0,116
-10,422
-0,066
3,113
24,520
-360,906
0,414
1,288
27,763
33,759
-118,752
0,869
-0,226
0,034
12,409
-6,846
16,459
0,000
-0,711
-24,035
96,241
0,628
12,327
13,603
-18,552
0,995
2,568
370,215
-0,670
-183,368
-11,872
-19,040
-2,426
-10,761
-12,661
2,940
16,818
-11,748
106,862
2,071
2,339
3,075
245,784
1,307
-35,390
274799473115,846
3,081
0,670
-205,021
99,742
0,000
154,151
4,594
93,902
0,938
-0,052
-2,489
-0,960
2,233
9,865
-17,516
18,849
23,380
0,326
4442,075
0,152
1,557
17,223
10,052
-0,797
1,754
-22,847
3,135
-182,085
-28,033
-93,805
-2,697
224,712
-3,176
0,012
-1,073
-3,001
397079,215
17,611
-33,924
33,940
-9,408
-1,013
14,477
3,023
-1,082
19,548
-0,582
-23,526
5,262
-5,224
-93,739
1,495
167,207
-10,290
26,583
129,711
0,593
13,460
33,776
0,000
61831592,344
-24,522
-11,033
42,324
6,911
1,760
1,327
104,065
5495,383
-13,592
19,184
3,376
-112,753
